ID,Label,pI,hydrophobicity_Cid,hydrophobicity_Jones,hydrophobicity_Ponnuswamy,hydrophobicity_Welling,hydrophobicity_Wilson,hydrophobicity_Zimmerman,hmoment,charge,mw,Aliphatic,Acidic,X.Tiny,X.Small,X.Aliphatic,X.Polar,X.Acidic,Electronic_Properties,Electrophilicity,Hardness,H_bonding,Hydrophobicity_index,Bulky_properties.,Compositional_characteristic_index,Local_flexibility,Electronic_properties,Penetration.Depth,Propensity.to.in.vitro.Aggregation,Angle.Subtended.by.the.Hydrophobic.Residues,Amphiphilicity.Index,Propensity.to.PPII.coil,ChargeDensity,InstabilityInd,Aromaticity,HydrophRatio,AASI,ABHPRK,argos,bulkiness,cougar,Ez,flexibility,levitt_alpha,MSS,pepcats,PPCALI,refractivity,t_scale,z3
ExtVal_88,1,12.15,0.743076923,2.668461538,0.743846154,-0.280769231,3.492307692,1.338461538,0.4204187,3.997387609,1938.35664,2,0,0,15.385,15.385,30.769,0,-0.657692308,1.846153846,-0.197692308,0.082307692,0.069076923,0.948538462,-0.339076923,0.272461538,0.303076923,15,0,180,3.61,1.18,0.002057957,78.49230769,0.384615385,0.153846154,1.73307692,1.69230769,-0.04307692,0.84969231,2.12084615,18.88769231,0.48084615,0.97230769,22.08687692,2.38461538,2.30364545,0.66604569,8.39230769,-0.36
ExtVal_89,1,12.15,0.743076923,2.668461538,0.743846154,-0.280769231,3.492307692,1.338461538,0.370404369,3.997387609,1938.35664,2,0,0,15.385,15.385,30.769,0,-0.657692308,1.846153846,-0.197692308,0.082307692,0.069076923,0.948538462,-0.339076923,0.272461538,0.303076923,15,0,150,3.61,1.18,0.002057957,57.14615385,0.384615385,0.153846154,1.73307692,1.69230769,-0.04307692,0.84969231,2.12084615,18.88769231,0.48084615,0.97230769,22.08687692,2.38461538,2.30364545,0.66604569,8.39230769,-0.36
ExtVal_90,1,12.18,0.718461538,2.581538462,0.74,-0.081538462,3.046153846,1.253846154,0.2951938,4.997092575,1969.41404,2,0,0,7.692,15.385,38.462,0,-0.990769231,1.906923077,-0.327692308,0.164615385,-0.006307692,1.013846154,-0.303615385,-0.036461538,0.477307692,15,0,110,3.89,1.08,0.002532764,59.36153846,0.384615385,0.153846154,1.89153846,1.76923077,-0.09615385,0.84246154,2.14184615,18.30384615,0.468,1.02692308,22.08313846,2.53846154,2.51548191,0.68478359,11.83615385,-0.42
ExtVal_91,1,12.18,0.718461538,2.581538462,0.74,-0.081538462,3.046153846,1.253846154,0.299652429,4.997092575,1969.41404,2,0,0,7.692,15.385,38.462,0,-0.990769231,1.906923077,-0.327692308,0.164615385,-0.006307692,1.013846154,-0.303615385,-0.036461538,0.477307692,15,0,110,3.89,1.08,0.002532764,80.70769231,0.384615385,0.153846154,1.89153846,1.76923077,-0.09615385,0.84246154,2.14184615,18.30384615,0.468,1.02692308,22.08313846,2.53846154,2.51548191,0.68478359,11.83615385,-0.42
ExtVal_92,1,12.18,0.718461538,2.581538462,0.74,-0.081538462,3.046153846,1.253846154,0.391662864,4.997092575,1969.41404,2,0,0,7.692,15.385,38.462,0,-0.990769231,1.906923077,-0.327692308,0.164615385,-0.006307692,1.013846154,-0.303615385,-0.036461538,0.477307692,15,0,150,3.89,1.08,0.002532764,59.36153846,0.384615385,0.153846154,1.89153846,1.76923077,-0.09615385,0.84246154,2.14184615,18.30384615,0.468,1.02692308,22.08313846,2.53846154,2.51548191,0.68478359,11.83615385,-0.42
ExtVal_94,1,11.39,0.019189189,1.501621622,0.326216216,-0.587567568,1.216216216,1.314324324,0.45489321,4.088891323,4322.94524,7,2,16.216,48.649,18.919,51.351,5.405,-0.388648649,-0.025405405,0.456756757,0.08027027,-0.26627027,-0.009810811,0.062162162,0.261891892,0.054810811,30,0,40,1.01,1.12,0.000932245,11.12972973,0.081081081,0.216216216,2.04405405,1.24324324,-0.28918919,0.66181081,2.5847027,19.85540541,0.69713514,0.91351351,19.49442162,1.78378378,-0.33212045,0.3909482,-4.05135135,-0.02378378
ExtVal_95,1,10.41,0.158571429,1.866666667,0.34,-0.440238095,1.885714286,1.797380952,0.498253452,2.0921746,4931.76434,10,4,14.286,47.619,23.81,40.476,9.524,-0.16952381,0.016666667,0.586666667,0.01,-0.140857143,0.048095238,0.158595238,0.967309524,0.014285714,30,0,60,0.79,1.31,0.000411622,102.7571429,0.095238095,0.285714286,1.67261905,1.33333333,-0.05047619,0.7275,2.31504762,20.83547619,0.69147619,0.89928571,20.37782143,1.76190476,-0.00535715,0.40112862,-7.69785714,-0.28285714
ExtVal_96,1,12.4,-0.0116,1.8476,-0.0364,-0.4604,1.772,1.6688,0.45448929,6.935694682,2942.48944,1,0,20,56,4,36,0,0.0336,0.7668,0.506,0.2724,-0.3186,-0.12136,-0.07692,1.20804,0.22576,30,0,110,1.01,1.42,0.002322886,107.36,0.12,0.16,1.364,1.28,-0.2336,0.64632,1.73048,20.1924,0.76328,0.7856,18.500132,1.8,-0.83446576,0.42180108,-15.5132,0.646
ExtVal_105,1,9.76,0.08627907,1.510930233,0.32744186,-0.023953488,1.555813953,1.353023256,0.498954032,7.807109935,5061.04634,4,3,30.233,48.837,9.302,48.837,6.977,0.122093023,0.415116279,-0.226744186,0.236046512,-0.287186047,-0.163232558,-0.176069767,-0.027302326,0.209162791,30,0,40,1.42,1.09,0.00141157,72.51162791,0.11627907,0.302325581,2.08697674,1.27906977,-0.23023256,0.62572093,2.41516279,19.2472093,0.56190698,1.01,19.79721163,2.27906977,-0.35061239,0.48228063,-1.87767442,0.76023256
ExtVal_110,1,10.72,0.624,2.264,0.776,0.148,3.72,2.272,0.203673281,1.997394232,1187.53404,4,0,0,40,40,20,0,-0.524,0.232,0.502,-0.006,-0.1358,0.3578,0.6218,0.7994,0.1862,14,0,180,0.73,1.18,0.001674919,44.04,0.2,0.6,1.628,1.4,0.466,0.864,2.4904,20.892,0.4584,1.006,20.44994,1.6,1.5378926,0.44354573,-6.098,-2.576
ExtVal_119,1,10.07,-0.157878788,0.969393939,0.32530303,-0.019393939,1.106060606,0.892727273,0.617648191,4.360175252,7380.96114,12,3,40.909,59.091,18.182,54.545,4.545,-0.203030303,-0.170606061,0.096060606,0.177727273,-0.384636364,-0.196484848,0.238848485,-0.277212121,0.043818182,30,77.33,20,1.22,0.96,0.000561721,6.753181818,0.151515152,0.212121212,2.31651515,1.15151515,-0.27909091,0.56612121,2.81371212,18.27727273,0.58583333,0.95833333,18.2504697,2,-0.28156303,0.35494018,-6.30151515,-0.04136364
ExtVal_125,1,10.77,0.266666667,1.461481481,0.787777778,0.171111111,2.011111111,1.435925926,0.583560433,3.99595375,2841.47604,14,0,37.037,44.444,51.852,29.63,0,-0.614814815,-0.207037037,0.497407407,0.195925926,0.183259259,-0.039148148,0.927407407,-0.108037037,-0.101296296,13,3.51,70,0.99,0.87,0.001402805,0.044444444,0.074074074,0.518518519,2.06259259,0.92592593,0.47777778,0.65251852,2.88162963,19.80185185,0.51088889,1.08296296,17.09006296,1.51851852,-0.96997041,0.34124931,-9.25444444,-2.20592593
ExtVal_126,1,6.3,-0.290769231,1.168461538,-0.056538462,-0.059230769,0.465384615,1.223461538,0.233193677,-0.001409899,2608.92894,5,4,34.615,84.615,19.231,50,15.385,-0.259230769,-0.611923077,0.331538462,0.108846154,-0.769538462,-0.499269231,0.456576923,0.332923077,-0.129269231,30,814.84,30,0.56,1.09,-0.0000046,-28.83846154,0,0.192307692,2.15192308,1.15384615,-0.42730769,0.61307692,2.79315385,19.42,0.71623077,0.84807692,17.73216154,1.5,0.84439681,0.27268534,-13.20884615,-0.62307692
ExtVal_4,0,10.44,-0.005185185,1.123333333,0.55,0.018148148,1.207407407,1.167037037,0.603455889,2.089783411,2581.99784,12,1,51.852,55.556,44.444,33.333,3.704,-0.212962963,-0.331481481,0.501851852,0.241481481,0.038444444,-0.435666667,0.914037037,-0.146259259,-0.278777778,14,3.77,130,0.51,0.85,0.000786218,-8.737037037,0.037037037,0.481481481,2.17962963,0.81481481,0.25666667,0.52296296,3.02911111,19.38259259,0.56948148,1.05407407,15.09605926,1.37037037,-0.35494848,0.26357865,-14.43814815,-1.69037037
ExtVal_5,0,10.44,-0.005185185,1.123333333,0.55,0.018148148,1.207407407,1.167037037,0.603455889,2.089783411,2581.99784,12,1,51.852,55.556,44.444,33.333,3.704,-0.212962963,-0.331481481,0.501851852,0.241481481,0.038444444,-0.435666667,0.914037037,-0.146259259,-0.278777778,14,4.65,130,0.51,0.85,0.000786218,-5.592592593,0.037037037,0.481481481,2.17962963,0.81481481,0.25666667,0.52296296,3.02911111,19.38259259,0.56948148,1.05407407,15.09605926,1.37037037,-0.35494848,0.26357865,-14.43814815,-1.69037037
ExtVal_6,0,10.44,0.064,1.2068,0.634,0.0608,1.336,1.2512,0.603455889,2.089783411,2380.81584,12,1,52,52,48,28,4,-0.3176,-0.2564,0.4508,0.2372,0.10168,-0.41024,0.97976,-0.1378,-0.27416,11,36.92,120,0.55,0.83,0.000852658,-10.236,0.04,0.52,2.1752,0.8,0.3228,0.53088,3.06936,19.3368,0.55336,1.0696,14.695344,1.32,-0.24422408,0.26740654,-14.964,-2.082
ExtVal_7,0,9.93,0.148,1.2752,0.8,-0.362,1.564,1.3024,0.612444705,1.090078445,2408.82614,12,1,48,52,48,28,4,-0.2776,-0.3948,0.438,0.1808,0.18244,-0.3618,0.87764,-0.19224,-0.28084,11,37.07,120,0.4,0.84,0.000428014,-12.852,0.04,0.52,2.1896,0.8,0.2712,0.54624,3.1858,19.9016,0.5834,1.0304,15.2909,1.28,-0.27004676,0.27277686,-13.47,-2.1672
ExtVal_9,0,10.43,0.091851852,1.241481481,0.669259259,0.181481481,1.674074074,1.295555556,0.586474482,2.997728873,2613.13904,14,1,44.444,55.556,51.852,25.926,3.704,-0.529259259,-0.394814815,0.448888889,0.224074074,-0.110925926,-0.33062963,1.037925926,-0.17637037,-0.170037037,12,32.45,120,0.78,0.83,0.0011427,7.248148148,0.037037037,0.518518519,2.17925926,0.81481481,0.27777778,0.57259259,3.02607407,18.80962963,0.55866667,1.06037037,15.05139259,1.33333333,-0.39310278,0.27792147,-13.83740741,-2.20555556
ExtVal_10,0,10.24,0.097608696,1.330869565,0.643478261,-0.37,1.591304348,1.345434783,0.594861737,4.876114499,4802.81684,16,4,32.609,50,34.783,39.13,8.696,-0.555869565,-0.409347826,0.120652174,0.177391304,-0.205782609,-0.250717391,0.607043478,-0.251173913,0.02223913,25,3.04,60,0.75,0.87,0.000974225,-8.143478261,0.02173913,0.434782609,2.27108696,1.04347826,0.05173913,0.60434783,3.00169565,19.89608696,0.62952174,1.01804348,16.93647826,1.54347826,0.0505045,0.34724849,-6.80891304,-1.63086957
ExtVal_15,0,11.94,0.349444444,1.714444444,0.813333333,-0.281666667,1.022222222,1.728888889,0.961712023,7.086852907,2206.75524,6,0,11.111,16.667,33.333,50,0,-1.558333333,0.453333333,0.13,0.388888889,-0.098611111,0.301388889,0.338722222,-0.271055556,0.687055556,14,0,180,1.59,0.92,0.00318435,64.36666667,0.055555556,0.333333333,2.17333333,1.38888889,-0.16777778,0.68188889,2.57461111,19.33666667,0.69905556,0.995,18.67405,2.05555556,-1.35924207,0.45008752,-0.35,-1.42111111
ExtVal_16,0,11.94,0.351111111,1.712777778,0.808888889,-0.204444444,0.833333333,1.753333333,0.954342912,7.086852907,2250.80844,6,0,11.111,16.667,33.333,55.556,0,-1.640555556,0.417777778,0.128888889,0.382222222,-0.089,0.3595,0.289388889,-0.202611111,0.782777778,14,1.4,120,1.59,0.96,0.003122029,69.08333333,0.055555556,0.333333333,2.14611111,1.44444444,-0.14833333,0.7195,2.49477778,19.33777778,0.67588889,1.00944444,19.85997778,2.16666667,-1.14700713,0.46446952,0.97388889,-1.40666667
ExtVal_19,0,10.97,0.002105263,1.481578947,0.191052632,0.448421053,0.684210526,1.483157895,0.849979371,4.998432392,2320.80694,5,2,10.526,26.316,26.316,63.158,10.526,-1.02,-0.033684211,0.374210526,0.187368421,-0.488894737,0.191421053,0.439,-0.037421053,0.362631579,18,0,90,1.42,0.95,0.002148847,0.847368421,0.105263158,0.368421053,2.21842105,1.52631579,-0.09578947,0.69957895,2.42778947,18.99789474,0.58989474,1.14315789,19.89333684,2.10526316,1.03785379,0.43678147,3.95263158,-0.36
ExtVal_20,0,11.31,0.146842105,1.645263158,0.341578947,0.354210526,1.173684211,1.465789474,0.849979371,5.997985908,2391.93154,5,1,10.526,21.053,26.316,57.895,5.263,-1.090526316,0.276842105,0.251052632,0.215263158,-0.376157895,0.331052632,0.376631579,-0.066421053,0.435368421,17,0,110,1.79,0.95,0.002503031,-0.142105263,0.157894737,0.368421053,2.15894737,1.52631579,-0.03947368,0.72836842,2.41447368,18.66,0.54605263,1.14052632,20.11320526,2.15789474,1.40490101,0.47456285,4.28210526,-0.74842105
ExtVal_21,0,10.97,0.15,1.68,0.305789474,0.394210526,1.110526316,1.499473684,0.849979371,4.998432392,2378.88944,5,2,10.526,26.316,26.316,57.895,10.526,-0.913157895,0.217894737,0.255789474,0.182631579,-0.398157895,0.302631579,0.391368421,-0.077947368,0.321315789,17,0,90,1.72,0.95,0.002096382,7.342105263,0.157894737,0.368421053,2.16315789,1.57894737,-0.06,0.72036842,2.42042105,19.19473684,0.55042105,1.12842105,20.22115789,2.15789474,1.58316836,0.46805351,5.13157895,-0.45578947
ExtVal_23,0,10.97,-0.108947368,1.371052632,0.058947368,0.395263158,0.305263158,1.357894737,0.834970332,4.998432392,2294.72574,4,2,15.789,31.579,21.053,68.421,10.526,-0.881052632,-0.068947368,0.365263158,0.23,-0.578105263,0.097631579,0.369421053,-0.063789474,0.366473684,30,0,70,1.42,0.98,0.002173269,5.315789474,0.105263158,0.315789474,2.23947368,1.52631579,-0.23,0.66521053,2.41215789,18.71631579,0.62057895,1.11789474,19.82275263,2.15789474,1.23320464,0.42139914,2.94473684,0.01368421
ExtVal_24,0,10.97,-0.12,1.334210526,0.074736842,0.508947368,0.257894737,1.345789474,0.775951965,4.998432392,2260.70854,5,2,15.789,31.579,26.316,68.421,10.526,-1.015263158,-0.135263158,0.442105263,0.247894737,-0.580578947,0.064315789,0.471,-0.036210526,0.359842105,30,0,90,1.42,0.97,0.002205964,8.757894737,0.052631579,0.315789474,2.25052632,1.47368421,-0.17210526,0.66978947,2.43110526,18.68052632,0.63373684,1.13,19.62094211,2.10526316,0.71530111,0.40825671,2.16421053,-0.14578947
ExtVal_32,0,8.04,0.723636364,2.119090909,1.376363636,-0.62,3.981818182,2.130909091,0.369148317,0.873181142,1247.57934,5,0,27.273,54.545,45.455,9.091,0,0.205454545,0.036363636,-0.027272727,0.054545455,0.309363636,-0.032363636,0.051090909,0.471545455,0.268727273,11,0,330,0.68,1.26,0.00054506,45.50909091,0.090909091,0.636363636,1.61454545,0.90909091,0.31,0.76618182,2.53045455,20.43727273,0.53409091,0.94363636,20.65126364,1.81818182,-1.77709708,0.48468461,-9.15636364,-1.28727273
ExtVal_62,0,9.95,-0.009111111,1.18,0.55,-0.176444444,1.817777778,1.210222222,0.689718231,9.499844432,4825.77954,9,0,48.889,60,20,42.222,0,0.108444444,-0.007111111,-0.136888889,0.345111111,-0.114644444,-0.443288889,0.095733333,-0.113755556,0.317822222,30,0,50,0.82,1.05,0.001813804,39.54,0.044444444,0.4,1.99288889,0.91111111,-0.00822222,0.56035556,2.41844444,19.19066667,0.60733333,0.98666667,17.99115778,1.97777778,-1.8935737,0.42523709,-10.09022222,0.11244444
ExtVal_70,0,8.1,-0.041555556,1.254444444,0.422888889,-0.320222222,1.453333333,1.282,0.552848405,2.630285792,5022.87894,9,5,33.333,48.889,20,53.333,11.111,0.009555556,-0.488222222,0.025333333,0.106666667,-0.141533333,-0.274044444,0.115288889,-0.116066667,0.038088889,30,32.79,20,0.77,1,0.000410921,19.95111111,0.044444444,0.377777778,2.18111111,1.11111111,-0.07155556,0.61573333,2.65531111,20.15311111,0.61108889,1.05733333,19.46032,1.95555556,-0.63787511,0.42590067,-1.634,0.272
ExtVal_76,1,13.05,-0.210555556,1.062222222,0.228333333,0.495,0.194444444,0.903888889,0.447662814,10.17976937,2522.92254,1,0,11.111,16.667,5.556,77.778,0,-1.859444444,1.531666667,0.037777778,0.585555556,-0.709611111,0.252277778,-0.240111111,0.1075,1.398888889,30,0,40,1.98,1.07,0.003992643,284.1,0.055555556,0.055555556,2.05111111,1.66666667,-0.43444444,0.59866667,1.45677778,17.06055556,0.75677778,0.97222222,18.98549444,2.61111111,-2.23757188,0.53043603,0.62555556,1.4
ExtVal_47,0,4.95,-0.0546,1.0934,0.5429,-0.0387,1.542,1.1588,0.573177067,-3.182731077,10975.33554,31,12,41,55,31,47,12,-0.0532,-0.5041,0.1655,0.0402,-0.14064,-0.25895,0.33395,0.00347,0.00024,30,1121.94,20,0.63,1.01,-0.000351245,55.338,0.08,0.43,2.189,1.06,0.128,0.60929,2.72736,19.4183,0.54956,1.0701,18.999166,1.86,-0.28266867,0.37267811,-4.9834,-0.2875
ExtVal_101,1,9.24,-0.17030303,1.066060606,0.249393939,0.24,0.9,1.101212121,0.565842531,5.718224771,3780.41034,5,3,36.364,54.545,15.152,60.606,9.091,0.056060606,0.025454545,-0.015757576,0.272424242,-0.351848485,-0.387969697,-0.128030303,-0.089212121,0.309242424,30,0,70,0.97,1.06,0.001350651,28.96666667,0,0.333333333,2.12757576,1.12121212,-0.19848485,0.58148485,2.20342424,18.94272727,0.59584848,1.07212121,19.71645758,2.27272727,-1.82994741,0.45864238,-1.98636364,1.64181818
ExtVal_102,1,9.76,0.065777778,1.465111111,0.321111111,-0.014444444,1.475555556,1.313333333,0.498954032,7.807109935,5246.22894,5,3,31.111,51.111,11.111,48.889,6.667,0.153111111,0.368,-0.152,0.232888889,-0.292244444,-0.187911111,-0.146244444,-0.036666667,0.173088889,30,0,40,1.36,1.08,0.001361745,69.73333333,0.111111111,0.311111111,2.088,1.24444444,-0.22555556,0.61922222,2.41842222,19.15955556,0.55731111,1.01377778,19.69237333,2.24444444,-0.38654133,0.4693837,-2.34088889,0.814
ExtVal_103,1,9.99,0.005348837,1.45744186,0.194651163,-0.033255814,1.209302326,1.292325581,0.589843449,8.806814901,5033.98034,2,3,32.558,48.837,4.651,51.163,6.977,0.143023256,0.467209302,-0.24744186,0.279534884,-0.321139535,-0.212139535,-0.207883721,-0.064302326,0.18855814,30,0,30,1.5,1.08,0.00161761,70.05581395,0.11627907,0.255813953,2.10651163,1.27906977,-0.32139535,0.59534884,2.38402326,19.0972093,0.58611628,1.00023256,19.3149907,2.30232558,-0.44095839,0.47604154,-2.53418605,1.01581395
ExtVal_104,1,10.03,0.073333333,1.452444444,0.338666667,-0.039555556,1.502222222,1.301111111,0.589843449,8.805334812,5174.16534,5,2,33.333,53.333,11.111,46.667,4.444,0.163555556,0.417333333,-0.154888889,0.265777778,-0.266822222,-0.216688889,-0.123666667,-0.070866667,0.176577778,30,0,50,1.33,1.08,0.001573785,70.58888889,0.111111111,0.311111111,2.07755556,1.2,-0.21533333,0.60684444,2.4388,19.15355556,0.56102222,0.99422222,19.26985556,2.2,-0.62640629,0.46036523,-3.92866667,0.67555556
ExtVal_106,1,12.12,0.493076923,1.701538462,1.31,-0.508461538,1.923076923,1.718461538,0.585495758,2.997682643,1464.86094,8,0,23.077,23.077,61.538,30.769,0,-1.476153846,-0.136153846,0.428461538,0.193076923,0.306153846,0.172384615,0.766846154,-0.078,0.469076923,12,0,160,0.76,0.9,0.002040496,19.26923077,0,0.615384615,2.07384615,1,0.42384615,0.71284615,2.86907692,19.83153846,0.62830769,1.08,17.9165,1.46153846,-0.82230531,0.38769014,-5.35692308,-3.10538462
ExtVal_107,1,9.37,0.146666667,1.317142857,0.804047619,-0.523095238,2.826190476,1.340952381,0.601892651,6.623154341,4918.66254,5,1,42.857,54.762,11.905,38.095,2.381,0.168571429,0.024761905,-0.439761905,0.228333333,-0.054238095,-0.142714286,-0.056595238,-0.256642857,0.4455,16,10.32,60,0.95,1.06,0.001231641,67.40238095,0.214285714,0.380952381,1.99047619,1.14285714,-0.03738095,0.5772619,2.45347619,19.85880952,0.60609524,0.90785714,18.76704762,2.14285714,-1.45125481,0.4751436,-6.16357143,0.02809524
ExtVal_108,1,9.37,0.167619048,1.347619048,0.829047619,-0.594047619,2.75,1.380952381,0.607385264,6.623154341,4946.71624,5,1,42.857,52.381,11.905,38.095,2.381,0.11047619,0.023333333,-0.458571429,0.222619048,0.024785714,-0.11297619,-0.069285714,-0.253904762,0.446309524,16,41.61,60,0.95,1.05,0.001224657,59.64047619,0.214285714,0.380952381,1.98190476,1.14285714,-0.01952381,0.5852381,2.45514286,20.06190476,0.60609524,0.90928571,18.8941381,2.14285714,-1.54449272,0.48062992,-5.87833333,-0.0697619
ExtVal_109,1,10.5,-0.358571429,0.534285714,0.204285714,-0.85,-0.042857143,0.554285714,0.345184508,0.997980988,762.83874,1,0,42.857,71.429,14.286,57.143,0,-0.158571429,-0.112857143,0.37,0.302857143,-0.341571429,-0.476857143,0.131714286,-0.294,0.012,21,0,110,0.35,0.92,0.001297782,-26.45714286,0,0.285714286,2.25857143,0.85714286,-0.01857143,0.493,2.50928571,19.24,0.58928571,0.98571429,17.29478571,1.71428571,-1.28510977,0.29441403,-9.37857143,0.40571429
ExtVal_111,1,8.38,0.531666667,1.695,1.326111111,-0.69,4.061111111,1.501666667,0.401789257,3.624130208,2219.72224,2,0,44.444,50,11.111,22.222,0,0.527222222,0.515,-1.209444444,0.24,0.191055556,-0.124666667,-0.625388889,-0.569,0.6505,14,163.77,140,1.56,1.06,0.001378997,-18.28888889,0.222222222,0.5,1.97888889,1,-0.06333333,0.62488889,2.40588889,19.20444444,0.49755556,0.95944444,20.10393889,2.5,-2.28346421,0.63205058,-1.15611111,0.51944444
ExtVal_112,1,9.1,0.348333333,1.481666667,1.178333333,-0.554444444,3.127777778,1.276111111,0.636892695,5.624973999,2221.74464,2,0,44.444,50,11.111,33.333,0,0.055555556,0.703888889,-1.112222222,0.393333333,-0.033055556,-0.238944444,-0.633777778,-0.529055556,0.938388889,18,0,120,1.55,1.06,0.002278834,22.92777778,0.111111111,0.444444444,1.99444444,1,-0.18277778,0.59672222,2.13888889,18.445,0.57388889,0.96666667,19.56852778,2.5,-2.55416572,0.62210988,-2.09055556,0.86111111
ExtVal_115,1,10.5,-0.096315789,1.210526316,0.37,-0.681052632,1.652631579,1.223684211,0.596965362,0.998424161,2067.29144,3,1,36.842,63.158,15.789,42.105,5.263,-0.066842105,-0.344736842,0.267894737,0.079473684,-0.183842105,-0.241157895,0.320052632,0.176315789,-0.013368421,23,0,60,0.32,1.05,0.000478892,11.17368421,0.157894737,0.315789474,2.00526316,1.10526316,-0.06736842,0.58447368,2.69205263,20.35842105,0.65573684,0.87842105,17.53008947,1.52631579,0.304707,0.33453785,-11.31157895,-0.81894737
ExtVal_116,1,8.41,0.196176471,1.633823529,0.475,-0.127058824,2.597058824,1.440882353,0.458063404,3.62703058,4102.89634,4,3,26.471,47.059,11.765,44.118,8.824,0.492058824,0.134117647,-0.160882353,0.072647059,-0.031588235,-0.051441176,-0.153205882,-0.010294118,0.034058824,30,10.04,70,1.16,1.08,0.000746792,-1.138235294,0.176470588,0.411764706,1.96558824,1.26470588,0.05147059,0.66732353,2.36258824,20.64323529,0.49876471,1.05647059,20.75951176,2.20588235,-0.33683963,0.52462622,1.745,0.90588235
ExtVal_117,1,7.95,0.139178082,1.394246575,0.57630137,0.021643836,2.434246575,1.366027397,0.621484445,3.648971489,8373.65264,15,5,34.247,56.164,20.548,41.096,6.849,0.393150685,-0.040684932,-0.079726027,0.109452055,-0.108136986,-0.171753425,-0.003835616,-0.051178082,0.019986301,30,1.02,40,1.1,1.08,0.000305961,66.82890411,0.136986301,0.369863014,2.05054795,1.12328767,-0.02164384,0.62910959,2.548,19.70657534,0.52621918,1.00287671,19.86081507,2.16438356,-1.55419047,0.45520165,-3.3869863,0.64739726
ExtVal_118,1,9.65,-0.114242424,1.226666667,0.24,0.163939394,0.896969697,1.256666667,0.592588627,6.719409826,3864.61504,4,4,30.303,45.455,12.121,60.606,12.121,-0.198181818,0.099393939,-0.176060606,0.287272727,-0.377121212,-0.299151515,-0.117787879,-0.113666667,0.362575758,30,0,70,1.2,1.02,0.00157972,77.44545455,0,0.303030303,2.15909091,1.24242424,-0.26454545,0.59818182,2.22863636,19.26969697,0.62863636,1.06787879,19.56878182,2.3030303,-1.48726227,0.48330234,-0.07909091,1.3630303
ExtVal_120,1,7.47,-0.053243243,1.264054054,0.423108108,-0.198378378,1.240540541,1.330540541,0.415669213,0.098847651,8450.74104,22,11,21.622,40.541,29.73,55.405,14.865,-0.722837838,-0.637027027,0.309594595,-0.008108108,-0.273837838,-0.043297297,0.444108108,0.113567568,0.058986486,30,12.16,20,0.77,0.98,0.00000355,36.23918919,0.040540541,0.337837838,2.26148649,1.27027027,0.01405405,0.67431081,2.81651351,20.04662162,0.64245946,1.05364865,19.40627297,1.75675676,0.24493032,0.37375207,-1.20567568,-0.90783784
ExtVal_121,1,10.64,-0.007179487,1.293589744,0.444487179,-0.13025641,1.444871795,1.256025641,0.685654426,10.75015265,8778.31264,20,4,30.769,52.564,25.641,48.718,5.128,-0.358461538,-0.167051282,0.191794872,0.166410256,-0.376846154,-0.159282051,0.233448718,0.097948718,0.272730769,30,248.02,20,0.96,1.08,0.001180873,64.85128205,0.076923077,0.371794872,2.10525641,1.15384615,-0.06615385,0.64467949,2.5735,18.73794872,0.60414103,1.0174359,19.24414487,1.91025641,0.16647133,0.39405066,-5.43038462,-0.46910256
ExtVal_123,1,4.3,0.063571429,1.323214286,0.505,-0.733571429,1.892857143,1.213571429,0.612837271,-2.819637498,3217.49334,4,4,28.571,46.429,14.286,39.286,14.286,0.271071429,-0.142142857,-0.027857143,-0.040714286,-0.0605,-0.088678571,0.064821429,-0.2305,-0.359785714,19,0,50,1.07,0.97,-0.000911275,64.01428571,0.178571429,0.25,2.35821429,1.21428571,-0.12428571,0.54628571,3.07896429,20.52071429,0.62503571,0.94464286,17.89448214,1.89285714,-0.82766577,0.3759951,-2.03964286,0.14035714
ExtVal_124,1,3.5,0.085882353,1.061176471,0.798235294,-0.572352941,2.311764706,1.115294118,0.200725262,-0.002015701,1540.79724,7,0,64.706,64.706,41.176,11.765,0,0.138235294,-0.391176471,0.227647059,0.157058824,0.368,-0.526294118,1.021352941,-0.207764706,-0.490529412,1,554.63,240,0,0.78,-0.00000649,-5.570588235,0.117647059,0.588235294,2.11823529,0.58823529,0.66941176,0.48441176,3.25988235,20.60470588,0.49517647,1.00647059,13.28828235,1,-0.26138643,0.2372028,-20.46588235,-2.95352941
ExtVal_127,1,11.8,0.313571429,1.528571429,1.055,-0.090714286,2.707142857,1.608571429,0.487711819,1.999749488,1651.02864,7,1,14.286,42.857,50,42.857,7.143,-1.395714286,-0.340714286,0.302142857,0.109285714,-0.345857143,0.1385,0.682,0.356571429,0.671428571,14,0,100,0.62,1.06,0.001205323,11.59285714,0,0.5,1.97928571,1.28571429,0.31571429,0.78907143,2.57628571,19.79,0.622,1.00571429,20.10086429,1.64285714,0.42099326,0.40759464,-4.62285714,-2.55571429
ExtVal_128,1,5.1,-0.13212766,1.227021277,0.22106383,0.067659574,0.977659574,1.231276596,0.887608806,-8.311450356,11060.13344,19,23,21.277,38.298,20.213,59.574,24.468,-0.245851064,-0.339787234,0.157978723,-0.043510638,-0.410723404,-0.104478723,0.21406383,0.049957447,-0.151191489,30,9.88,20,1.04,0.97,-0.00079837,24.03191489,0.085106383,0.265957447,2.36914894,1.43617021,-0.22893617,0.61028723,2.75665957,19.72553191,0.61517021,1.08159574,19.28861915,2.04255319,0.68497671,0.39573067,2.49819149,0.62861702
